,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Male,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65plus,Edu_Doctorate,Edu_Left_16,Edu_Left_17,Edu_Left_18,Edu_Left_Before_16,Edu_Masters,Edu_Profess_Diploma,Edu_Some_College,Country_Canada,Country_Ireland,Country_New_Zealand,Country_Other,Country_UK,Country_USA,Race_Black,Race_Mixed_Black_Asian,Race_Mixed_White_Asian,Race_Mixed_White_Black,Race_Other,Race_White
1421,42.0,36.0,44.0,40.0,33.0,1.29221,0.7654,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1422,33.0,44.0,54.0,48.0,46.0,0.19268,1.2247,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1423,39.0,42.0,45.0,42.0,42.0,1.29221,0.40148,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1424,36.0,40.0,45.0,45.0,53.0,0.88113,0.40148,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1425,27.0,51.0,50.0,34.0,49.0,0.52975,1.2247,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1426,43.0,38.0,41.0,46.0,35.0,-0.21712,-0.21575,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1427,33.0,49.0,55.0,39.0,41.0,0.88113,1.2247,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1428,48.0,47.0,42.0,28.0,37.0,1.86203,0.40148,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1429,26.0,31.0,41.0,40.0,46.0,-0.71126,-1.54858,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1430,39.0,33.0,42.0,58.0,51.0,-1.37983,-1.18084,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1431,40.0,30.0,38.0,47.0,44.0,-1.37983,-2.07848,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1432,28.0,40.0,47.0,45.0,47.0,0.52975,-0.52593,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1433,28.0,36.0,48.0,45.0,33.0,1.86203,0.40148,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1434,48.0,37.0,48.0,46.0,41.0,-0.71126,1.2247,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1435,20.0,47.0,51.0,37.0,49.0,-0.71126,0.07987,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1436,29.0,44.0,46.0,35.0,36.0,-0.21712,0.7654,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1437,34.0,40.0,40.0,48.0,45.0,-1.37983,-1.18084,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1438,25.0,39.0,47.0,52.0,50.0,-0.71126,-1.18084,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1439,46.0,33.0,41.0,51.0,48.0,-1.37983,-1.54858,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1440,31.0,46.0,51.0,49.0,46.0,-0.71126,-1.18084,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1441,29.0,37.0,38.0,54.0,48.0,-0.71126,-0.84637,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1442,23.0,41.0,48.0,49.0,49.0,-1.37983,-1.18084,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1443,29.0,46.0,48.0,50.0,54.0,0.19268,-0.84637,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1444,36.0,44.0,38.0,39.0,53.0,-0.21712,0.07987,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1445,25.0,49.0,50.0,51.0,52.0,0.52975,0.7654,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1446,30.0,41.0,40.0,47.0,47.0,-0.21712,-0.21575,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1447,26.0,47.0,52.0,36.0,51.0,-0.21712,-0.52593,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1448,26.0,36.0,46.0,50.0,53.0,-1.37983,-0.21575,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1449,40.0,37.0,2.15324,30.0,55.0,1.29221,1.92173,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1450,39.0,41.0,35.0,46.0,49.0,-1.37983,-1.18084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1451,31.0,40.0,45.0,48.0,47.0,-0.71126,-0.52593,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1452,43.0,35.0,55.0,55.0,39.0,-0.71126,1.92173,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1453,19.0,44.0,47.0,52.0,52.0,-0.71126,-0.84637,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1454,41.0,32.0,43.0,54.0,45.0,-1.37983,0.40148,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1455,24.0,36.0,45.0,46.0,49.0,-0.71126,-0.52593,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1456,27.0,45.0,46.0,50.0,37.0,-0.21712,-0.84637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1457,19.0,50.0,47.0,44.0,47.0,0.19268,-0.84637,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1458,37.0,44.0,52.0,45.0,36.0,-0.71126,-1.18084,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1459,37.0,41.0,43.0,46.0,43.0,-0.71126,0.40148,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1460,25.0,45.0,52.0,49.0,45.0,-0.21712,0.7654,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1461,14.0,48.0,42.0,48.0,38.0,0.52975,0.07987,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1462,43.0,36.0,44.0,37.0,41.0,0.88113,-0.21575,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1463,30.0,42.0,51.0,42.0,46.0,-1.37983,-0.52593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1464,20.0,45.0,52.0,53.0,48.0,-0.21712,0.07987,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1465,34.0,34.0,37.0,51.0,43.0,-1.37983,-0.52593,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1466,39.0,40.0,46.0,48.0,40.0,-1.37983,-1.18084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1467,20.0,39.0,42.0,57.0,45.0,-1.37983,-2.07848,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1468,28.0,38.0,48.0,45.0,51.0,-0.21712,-0.84637,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1469,34.0,43.0,45.0,36.0,43.0,-0.71126,1.2247,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1470,33.0,42.0,52.0,46.0,43.0,-0.71126,0.07987,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1471,46.0,35.0,40.0,35.0,47.0,1.86203,1.2247,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1472,57.0,26.0,42.0,27.0,24.0,1.29221,1.2247,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1473,32.0,37.0,45.0,40.0,43.0,-0.71126,-0.84637,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1474,40.0,35.0,46.0,41.0,32.0,-1.37983,0.40148,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1475,27.0,49.0,56.0,43.0,38.0,1.86203,1.92173,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1476,35.0,36.0,31.0,43.0,40.0,-0.71126,-0.84637,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1477,49.0,42.0,51.0,49.0,43.0,-0.71126,0.07987,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1478,51.0,22.0,47.0,43.0,26.0,0.88113,-2.07848,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1479,27.0,40.0,47.0,44.0,47.0,-0.21712,-0.21575,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1480,33.0,43.0,51.0,53.0,41.0,-0.71126,0.7654,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1481,41.0,32.0,43.0,44.0,33.0,0.88113,-0.84637,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1482,26.0,49.0,40.0,49.0,46.0,-0.71126,-0.52593,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1483,25.0,47.0,54.0,32.0,37.0,0.52975,1.2247,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1484,35.0,38.0,37.0,43.0,47.0,-0.71126,-1.18084,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1485,43.0,40.0,45.0,36.0,46.0,1.29221,-0.52593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1486,31.0,37.0,45.0,31.0,32.0,1.86203,1.92173,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1487,49.0,35.0,42.0,33.0,49.0,0.88113,-2.07848,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1488,35.0,47.0,36.0,40.0,36.0,0.88113,1.2247,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1489,50.0,36.0,41.0,40.0,30.0,1.29221,0.7654,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1490,34.0,38.0,50.0,44.0,40.0,1.29221,1.2247,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1491,55.0,33.0,43.0,41.0,29.0,1.29221,0.07987,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1492,45.0,16.0,43.0,33.0,28.0,1.86203,0.7654,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1493,28.0,33.0,46.0,39.0,39.0,-0.71126,0.07987,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1494,25.0,41.0,48.0,37.0,35.0,0.19268,1.2247,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1495,42.0,39.0,43.0,40.0,34.0,0.19268,-0.52593,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1496,26.0,46.0,49.0,43.0,46.0,0.88113,1.2247,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1497,32.0,43.0,46.0,39.0,42.0,0.52975,1.2247,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1498,42.0,41.0,50.0,29.0,42.0,1.86203,-0.21575,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1499,40.0,26.0,52.0,42.0,38.0,0.19268,-0.52593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1500,31.0,43.0,55.0,41.0,39.0,0.19268,0.7654,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1501,31.0,40.0,44.0,44.0,38.0,1.29221,1.2247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1502,52.0,19.0,48.0,51.0,36.0,-0.21712,-0.21575,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1503,36.0,50.0,53.0,47.0,54.0,-0.21712,-0.52593,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1504,59.0,21.0,53.0,38.0,25.0,-0.21712,-0.84637,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1505,46.0,35.0,52.0,31.0,39.0,0.19268,0.40148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1506,43.0,31.0,51.0,47.0,42.0,0.52975,0.7654,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1507,45.0,24.0,45.0,40.0,35.0,-1.37983,-0.84637,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1508,43.0,34.0,56.0,44.0,32.0,-0.21712,-0.52593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1509,56.0,35.0,48.0,39.0,41.0,-1.37983,-0.84637,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1510,34.0,36.0,40.0,39.0,38.0,-0.21712,-2.07848,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1511,48.0,22.0,48.0,41.0,27.0,0.19268,-0.52593,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1512,46.0,37.0,46.0,34.0,33.0,1.86203,1.2247,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1513,28.0,52.0,56.0,36.0,39.0,1.86203,1.92173,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1514,42.0,30.0,55.0,37.0,38.0,1.86203,0.7654,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1515,36.0,28.0,57.0,37.0,43.0,0.19268,0.40148,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1516,33.0,34.0,37.0,34.0,27.0,-0.71126,0.07987,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1517,49.0,38.0,45.0,42.0,32.0,0.19268,-0.21575,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1518,49.0,28.0,53.0,37.0,31.0,1.29221,0.7654,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1519,35.0,19.0,54.0,52.0,45.0,-1.37983,-2.07848,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1520,44.0,53.0,57.0,44.0,37.0,1.86203,1.92173,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1521,51.0,23.0,54.0,46.0,31.0,0.52975,0.40148,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1522,44.0,48.0,48.0,35.0,35.0,0.88113,1.92173,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1523,41.0,48.0,54.0,40.0,38.0,1.86203,0.7654,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1524,45.0,40.0,53.0,35.0,30.0,1.29221,0.40148,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1525,20.0,52.0,50.0,33.0,43.0,1.29221,1.92173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1526,22.0,46.0,56.0,43.0,41.0,1.29221,0.7654,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1527,25.0,33.0,53.0,51.0,38.0,0.88113,1.2247,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1528,34.0,46.0,54.0,48.0,40.0,-0.21712,0.07987,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1529,46.0,27.0,50.0,42.0,22.0,0.88113,-0.21575,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1530,27.0,48.0,43.0,39.0,42.0,0.88113,1.2247,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1531,36.0,42.0,39.0,45.0,37.0,-0.71126,0.7654,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1532,39.0,40.0,40.0,39.0,38.0,-0.71126,0.07987,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1533,31.0,45.0,48.0,55.0,53.0,-1.37983,-0.21575,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1534,37.0,33.0,38.0,46.0,33.0,-0.71126,0.7654,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1535,36.0,51.0,42.0,40.0,55.0,0.88113,1.92173,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1536,47.0,35.0,52.0,49.0,35.0,1.29221,0.7654,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1537,42.0,39.0,57.0,52.0,43.0,0.88113,-0.84637,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1538,22.0,48.0,39.0,46.0,48.0,0.19268,1.92173,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1539,44.0,18.0,48.0,34.0,26.0,0.88113,0.7654,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1540,34.0,37.0,41.0,38.0,29.0,1.29221,0.7654,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1541,44.0,45.0,52.0,47.0,36.0,0.19268,0.07987,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1542,46.0,33.0,52.0,44.0,41.0,-0.71126,0.40148,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1543,33.0,26.0,48.0,39.0,33.0,0.52975,0.40148,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1544,50.0,41.0,52.0,43.0,46.0,0.52975,0.7654,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1545,25.0,36.0,34.0,45.0,50.0,-1.37983,-0.84637,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1546,29.0,33.0,50.0,45.0,50.0,-0.71126,-0.84637,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1547,31.0,40.0,38.0,45.0,42.0,0.19268,-0.52593,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1548,40.0,29.0,33.0,37.0,39.0,-1.37983,-2.07848,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1549,34.0,33.0,37.0,39.0,45.0,-0.21712,0.07987,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1550,30.0,36.0,37.0,49.0,48.0,-1.37983,-2.07848,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1551,35.0,22.0,40.0,31.0,39.0,1.29221,-0.21575,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1552,22.0,47.0,46.0,43.0,51.0,0.19268,0.07987,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1553,39.0,45.0,39.0,45.0,44.0,-0.21712,0.40148,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1554,24.0,50.0,42.0,53.0,49.0,0.19268,-0.21575,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1555,20.0,50.0,49.0,48.0,52.0,0.19268,-0.52593,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1556,27.0,39.0,40.0,38.0,50.0,-0.71126,-0.21575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1557,43.0,41.0,41.0,37.0,49.0,-1.37983,-0.84637,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1558,42.0,29.0,44.0,45.0,41.0,-0.71126,-2.07848,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1559,38.0,38.0,37.0,39.0,40.0,-0.21712,-0.52593,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1560,43.0,29.0,40.0,42.0,33.0,0.88113,0.07987,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1561,35.0,51.0,26.0,38.0,56.0,-1.37983,-1.54858,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1562,31.0,38.0,36.0,52.0,54.0,-0.71126,-0.52593,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1563,44.0,45.0,48.0,51.0,44.0,-1.37983,-1.18084,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1564,57.0,20.0,44.0,37.0,36.0,-0.71126,-1.54858,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1565,22.0,45.0,54.0,54.0,42.0,0.19268,-0.21575,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1566,35.0,43.0,38.0,38.0,40.0,-1.37983,-0.84637,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1567,26.0,48.0,43.0,42.0,42.0,0.88113,-0.84637,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1568,28.0,37.0,46.0,54.0,47.0,-0.71126,-0.52593,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1569,30.0,38.0,40.0,47.0,46.0,-0.71126,-1.54858,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1570,39.0,40.0,44.0,47.0,45.0,0.19268,0.7654,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1571,46.0,42.0,51.0,53.0,38.0,0.88113,-0.84637,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1572,35.0,46.0,38.0,49.0,52.0,-1.37983,-2.07848,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1573,33.0,41.0,33.0,40.0,45.0,-1.37983,-0.52593,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1574,33.0,45.0,42.0,52.0,48.0,0.19268,-0.84637,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1575,26.0,39.0,38.0,40.0,46.0,-1.37983,-0.84637,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1576,40.0,37.0,55.0,51.0,47.0,-0.21712,-0.52593,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1577,31.0,41.0,43.0,51.0,46.0,-1.37983,-0.52593,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1578,42.0,29.0,29.0,37.0,43.0,-1.37983,-2.07848,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1579,33.0,39.0,37.0,46.0,51.0,-0.21712,-0.84637,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
